Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,764731,N/A,2023-07-26 12:38:42 EET,2023-07-26,12:38:42,Link,261,199,0,3,5,0,54,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2658057324346706,🧠,https://www.facebook.com/738664754/posts/pfbid0Xy3XdFDsxvj5qbTWthYLJiuADUCDgk4GvGGWxSJK3oMVsUdawf7Q9Z45JwtBcXmil/,,,This is a re-share of a post,"N-am văzut niciunul dintre cele două filme, dar sunt convins că în ""Barbie"" e mai puțină ficțiune decât în ""Oppenhaimer"".",,,,261,1.81
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,764731,N/A,2023-07-26 13:52:39 EET,2023-07-26,13:52:39,Link,228,171,0,21,15,1,19,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2658173804335058,AMIN!,https://www.facebook.com/100022125143619/posts/pfbid02byfG6UGa7o4WvpAn8ijs82ExSy9VHwb2k8m35d9K5oCQnZbkX9UoNHWguaHc6gekl/,,,This is a re-share of a post,"Versatilitatea simțitoare a românului de rînd e uimitoare. Numai românul reușește să fie, cu maximă sinceritate, și învins, și falnic, și nepieritor, și călcat în picioare de toată lumea, și pozitiv, și “a dracu’”, și bătut de soartă, și opoziționist, și plin de credință, și pesimist din cale-afară, și ospitalier, și urîcios, și blajin, și gură spurcată, și gingaș, și leneș, și săritor, și obraznic, și senin ca cerul, și ranchiunos, și sufletist. Îl găsesti prins între Sfîntul Pantelimon și Buddha, între satori și Slavici, între grupul Frumusețe și eleganță și poante mîrlănești de 2 lei, între Oana Pellea și Osho, între troițe, cruciulițe și Positive thinking, între miștouri și cea mai acră amărăciune, între tuciul de mămăligă și subtilitățile Zen, între deznădejde neagră și citate inspiraționale, între “Iartă-ne, Doamne” și “Dați-vă, dracu, cu toții!”

Ba se roagă la Sfîntul Pantelimon să-l curețe de lene si slăbiciune trupească și sufletească, de mînie, de ură, de dorințe pentru lucrurile trecătoare, de mîndrie, de voința bolnavă, ba pune o memă cu o tipă cu sîni mari, ba te întîmpînă cu flori și îngerași, ba te spurcă în engleză ”fuck off if you think is okay to talk to me only when it’s convenient to you”, ba share-uiește o pisică cu un trandafiraș în bot, ba o memă tolomacă de pe “Grupul Gîndire pozitivă”, ba un apus romantic cu pace, oameni dragi, ba o memă cu “I love taking away people’s acces to me. The trial is over bitch”, ba un citat din Emile Zola de pe grupul Cugetări răzlețe”, ba o instiințare “Imi rezerv dreptul de-a fi a dracu’ cu cine am chef și cînd am chef”, ba niste copaci și-o memă pentru sufletul lui cuprins de amărăciune “Nu te stresa prea mult pentru alții, în realitate nimănui nu-i pasă de tine, ei doar își urmăresc interesul”, ba o poză cu un gagiu peste care curg rînduri amare în engleză “No matter how nice you are, how kind you are, how caring you are, how loving you are, it just isn’t enough for some people”, ba un inspirațional “Learn to be present and enjoy the moment”, ba un citat din Seneca, ba unul din Nichita, ba trandafiri și “Chose to evolve, chose love”, ba o rugăciune “Dă, Doamne, și-o epidemie de iubire, să ne vindece pe toți de răutate, ură, invidie si egoism!”, 

(mai urmează, nu mă părăsiți 🙂)

ba un “It’s okay not to be okay, just breathe”, ba o urare de “Gînduri bune și dorințe împlinite”, ba un “Be happy not for anyone, but for yourself”, ba o urare “a dracu’” de pe “Umorul e drogul” care începe cu “Ca să nu ne stricăm feng shui-ul unii altora.... vă rog să părăsiți această pagină” și se încheie cu “Cale bătută!  Sănătate!”, ba o povață soft și lină din Osho: “În Zen există o zicală, una dintre cele mai frumoase: când o persoană trăieste în lume, muntii sunt munti, râurile sunt râuri. Când persoana începe să mediteze, muntii nu mai sunt munti, râurile nu mai sunt râuri. Totul este confuz si haotic. Dar când un om a ajuns la satori, la samadhi, râurile sunt din nou râuri si muntii sunt din nou munti”, ba “Neața! Aveți grijă cu cine vă beți cafeaua! S-ar putea să vă ardă!”, ba “Sunt un om care iubește tot ce e simplu, bun”, ba un gînd răzleț din Oana Pellea: “Crede-mă pe cuvânt ca mai mare minune decât viața nu există, că mai mare virtute decât modestia nu există și mai mare bucurie decât iubirea nu există. Și peste toate e Dumnezeu"", ba un sfat de pe grupul oamenilor single: “The only advice I can give you is to stay single”, ba o reflecție despre suferință din Buddha: “Durerea, în viață, este inevitabilă, dar suferința este opțională. Durerea este ceea ce lumea îți face ție, suferința este ceea ce îți faci tu ție însuți, prin modul în care relaționezi cu ""durerea"" pe care o primești. Poți fi întotdeauna recunoscător că durerea nu este mai gravă în ceea ce privește calitatea, cantitatea, frecvența sau durata ei”, ba o poantă despre polițisti, ba curiozități din lume - Islanda, ba un citat din Slavici: “O datorie are omul: să nu fie prost”, ba un gînd astral: “Ești Întregul făcut pentru a trăi o viață întreagă, nu jumătate de viață”, ba o memă de pe Grupul de Gîndire pozitivă care înfățisează un om singur în pustietate - “Eu înconjurat de toți oamenii în care am încredere”, ba versuri de frățietate: “Frații, nu-s de înlocuit, nu se vând și nu se schimbă / Să privești la ei în suflet, precum te vezi în oglindă / Când arunci cu vorbe-n frate, tot pe tine te lovești / Uită, iartă și ia seama, cât sunt vii, să ți-i iubești”, ba doi miri punîndu-si pirostriile și-o cugetare reacționară: “Poate să vină și ""mama"" modernismului lumii, că românul tot se va închina în faţa bisericii, tot își va face cruce în dreptul troiţelor, tot va crede în Sfânta Cruce, tot își va celebra tradiția (Paște, Crăciun), nu va renunța la sarmale și cozonaci, la legănatul de copil, la închinatul de copil, la ciocnitul de ouă roșii, la șosetele de lână și căciulița în cap copilașilor, la pus iconițe la căpătâiul copilașilor, la lingura de lemn, la tuciul de mămăliguță, la costumul (truncated)",,,,228,1.58
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,63308,141754,2023-07-26 11:02:37 EET,2023-07-26,11:02:37,Photo,224,189,4,9,19,0,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100066813237286/posts/622464546657314,"Stema corecta: vulturul bicefal - comuniunea perfecta intre conducator si Dumnezeu. Dumnezeu, unii, mai avem. Lipseste celalalt cap. Il construim NOI acum. Cu multa credinta.",https://www.facebook.com/photo.php?fbid=622464523323983&set=a.590423989861370&type=3,,,,,,,,224,-1.39
Oana-Elena Lovin,OanaLov369,100053585390813,COMEDIAN,RO,Să râdem ca să nu plângem,2019-11-29 11:49:44,50690,80875,2023-07-26 11:38:07 EET,2023-07-26,11:38:07,Status,219,140,24,13,0,6,16,18,2,0,,-,0,0,0,N/A,https://www.facebook.com/100053585390813/posts/806498127813026,"Incendiu la spitalul Robănescu din București. Sper că USR-iștii nu cer demisii. Așteptați să mai ardă vreo 11, să fiți la egalitate",,,,,,,,,219,-5.56
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,79947,89628,2023-07-26 15:04:48 EET,2023-07-26,15:04:48,Live Video Complete,197,148,6,21,21,1,0,0,0,0,share,No,1190,4079,0,00:48:47,https://www.facebook.com/100063953040074/posts/712140597594369,,https://www.facebook.com/radiogoldfmromania/videos/254884140637044/,,,Radio Gold FM Romania,"26.07.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,197,-3.88
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,79947,89628,2023-07-26 20:06:28 EET,2023-07-26,20:06:28,Photo,160,137,7,10,1,2,0,1,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063953040074/posts/712293754245720,Alertă maximă!,https://www.facebook.com/photo.php?fbid=309556418252584&set=a.129498082925086&type=3,,"22: INVESTIGATOAREA DE CAZ VA FI ÎN DIRECT CU CIUTACU DIN VOLUNTARI ROMÂNIA TV EXCLUSIV DIRECT INVESTIGATOAREA DE CAZ VA FI ÎN DIRECT CU CIUTACU DIN VOLUNTARI ai Constantin și Răzvan Vasilescu pe august Dineu cu proști, cu HoraÈiu Mălăele, Mircea Ru21:01",Iosefina,Live la ora 22 la Victor Ciutacu - dezvăluiri despre rețeaua pregătită să ia pe sus bătrânii României! Tupeu de noaptea minții!,,,,160,-11.4
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82858,121039,2023-07-26 17:40:44 EET,2023-07-26,17:40:44,Native Video,153,73,18,42,19,0,1,0,0,0,owned,Yes,1479,1581,0,00:03:15,https://www.facebook.com/100081871479176/posts/263352659737115,"""- Este sângele lui Mesia al tău!"" Cercetătorul și Arheologul John Wyatt a descoperit în anul 1982 Chivotul Legământului, chiar în locul unde Fiul lui Dumnezeu - Yeshua și-a dat viața pe cruce. În care se află Tablele de Piatră cu cele 10 Porunci date de Dumnezeu lui Moise, despre care majoritatea creștinilor susțin în mod mincinos că nu mai sunt valabile, din pricina Poruncii a 4-a privitoare la Sabat, care-i incriminează. Interesant este faptul că pe capacul Chivotului Legii Creatorului, acest cercetător a găsit sânge, pe care l-a dat spre analiză unor geneticieni Evrei. Ce au descoperit este absolut uimitor! 👉Te poți abona la canalul de Telegram Truth For Life, accesând linkul: t.me/AdevarPentruViata:=:https://t.me/AdevarPentruViata",https://www.facebook.com/AdevarPentruViata/videos/665925165594048/,,,,,,,,153,1.42
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:47:17 EET,2023-07-26,23:47:17,Photo,143,120,1,7,13,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739414351528069,,https://www.facebook.com/photo.php?fbid=671758101663012&set=a.628785195960303&type=3,,,Fratia Ortodoxa Sf. Mare Mucenic Gheorghe purtatorul de Biruinta,"Împreună cu Îngerul meu salvator.
 Dr Ștefan Mindea, un sfânt prin care lucrează Harul Lui Dumnezeu!",,,,143,3.49
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 09:40:47 EET,2023-07-26,09:40:47,Photo,141,101,2,25,13,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/780927270704711,,https://www.facebook.com/photo.php?fbid=780927237371381&set=a.439547621509346&type=3,,,,,,,,141,2.82
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 16:59:59 EET,2023-07-26,16:59:59,Live Video Complete,127,59,11,40,16,0,0,0,0,1,owned,Yes,1087,2499,0,00:59:56,https://www.facebook.com/100063623349419/posts/124542757368463,"26.07.2023 - ""Golden hour"" cu Jessie",https://www.facebook.com/radiogoldfmromania/videos/124542757368463/,,,"26.07.2023 - ""Golden hour"" cu Jessie",,,,,127,-3.72
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,764731,N/A,2023-07-26 13:06:09 EET,2023-07-26,13:06:09,Link,122,110,0,7,1,0,2,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2658083284344110,"CAND O SA VA TREZITI DIN CEATA CREIERELOR CU TOTII SI O SA REALIZATI CA DPDV TOT ROMANIA ESTE UN STAT SUVERAN, O SA AVEM SI JUSTITIE SI CCR SI ICCJ SI PARLAMENT SI GUVERN SI PRESEDINTE! PANA ATUNCI, NU AVEM NIMIC!",https://www.gandul.ro/actualitate/exclusiv-se-intorc-sau-nu-in-instanta-dosarele-vizate-de-marea-prescriptie-augustin-zegrean-nimeni-nu-poate-sa-stea-linistit-20021801,,,EXCLUSIV | Se întorc sau nu în instanță dosarele vizate de „marea prescripție”? Augustin Zegrean: „Nimeni nu poate să stea liniștit”,"Avocații Augustin Zegrean, fost președinte al Curții Constituționale, Bogdan Cimbru, Mihail Seidner și Veronel Rădulescu, apărătorul Elenei Udrea, au spus, pentru Gândul, cum cred că se va aplica decizia CJUE în dosarele deja închise în baza prescripției.",,,,122,-1.18
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82858,121039,2023-07-26 08:23:57 EET,2023-07-26,08:23:57,Live Video Complete,117,64,2,33,0,1,1,15,0,1,share,No,768,6493,0,00:04:58,https://www.facebook.com/100081871479176/posts/263155456423502,,https://www.facebook.com/DeputatMihaiLasca/videos/672354604337768/,,,Mihai Lasca,"Globaliștii întunecați produc dezastre prin tehnologia pe care o dețin.
În Oradea un adevărat uragan a fost declanșat.
Dumnezeu să păzească România și să îi nimicească pe cei care stau în spatele acestor acte criminale.",,,,117,1.31
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82858,121039,2023-07-26 16:07:50 EET,2023-07-26,16:07:50,Native Video,111,45,3,54,0,3,0,5,1,0,owned,Yes,699,822,0,00:05:21,https://www.facebook.com/100081871479176/posts/263313989740982,"Nu vă mai luați ""Lumină"" din Presa Coruptă ! S.R.I recunoaște că manipulează opinia publică și cu ajutorul ""Jurnaliștilor"" infiltrați în trusturile de presă. De parcă nu-i de ajuns că țara a a fost devalizată timp de 33 de ani, cu acordul si complicitatea acestui Serviciu, care deține PUTEREA ABSOLUTĂ în Romania. Sursa: Anchetatorii.ro 👉Te poți abona la canalul de Telegram Truth For Life, accesând linkul: t.me/AdevarPentruViata:=:https://t.me/AdevarPentruViata",https://www.facebook.com/AdevarPentruViata/videos/1488304135265735/,,,,,,,,111,1.03
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241560,290902,2023-07-26 08:18:25 EET,2023-07-26,08:18:25,Photo,87,69,5,7,5,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100044152373697/posts/837905967691141,,https://www.facebook.com/photo.php?fbid=837905947691143&set=a.205811550900589&type=3,,"Sâmbătă 29 lulie, MarÈul Normalității BUCUREȘTI STOP PARTENERIATELOR CĂSĂTORIILOR ADOPȚIILOR HOMOSEXUALE SUSȚINEM CU TOȚII FAMILIA ÎNTEMEIATĂ PE CĂSĂTORIA ÎNTRE UN BĂRBAT ȘI o FEMEIE Ne întâlnim în: la ora: Pornim pe traseul: P-ta. VICTORIEI 13:00 Piața Victoriei 。 Romană Universitate Unirii Dealul Patriarhiei",,,,,,87,-2.2
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:47:50 EET,2023-07-26,23:47:50,Native Video,86,63,6,4,11,0,1,1,0,0,share,No,1124,806878,0,00:00:52,https://www.facebook.com/100063785333040/posts/739414608194710,,https://www.facebook.com/100044599112053/videos/309082801523300/,,,Mihail Bucă,"Am trăit intens această seara la Spitalul Sf  Pantelimon, momentul în care moaștele Sfântului Pantelimon au poposit la Spitalul ce îi poarta numele. Dacă vrem să cunoaștem  adevărata teologie, ne putem uita în ochii celor ,,cazuti'' în suferinta  celor bolnavi, în deznădejdea celor deznădăjduiți. Acolo unde toate dor, vine Hristos cu sfinții Lui și vindeca pe cel neputincios. Felicitări parohiei Marcuta, ucenicilor mei din corul Tronos si tuturor celor implicati!!! PS mulțumiri conducerii Spit.Sf Pantelimon și Preotului slujitor Oproiu Stefan!!!",,,,86,1.56
Oana-Elena Lovin,OanaLov369,100053585390813,COMEDIAN,RO,Să râdem ca să nu plângem,2019-11-29 11:49:44,50690,80875,2023-07-26 12:57:04 EET,2023-07-26,12:57:04,Link,82,64,12,0,4,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100053585390813/posts/806522967810542,,https://www.facebook.com/100064693422720/posts/pfbid0387TXdVmW4mCHuBev9Mv64uCyt6coCq42w4C4VPnXuXUtUneMpqLuRkEpfXthLiWSl/,,,This is a re-share of a post,"🍻 La Miercurea Berii, cu 30 de lei bei câte sticle de Tuborg vrei! 🍻🔴 Primele 5 fete care sosesc până în ora 22:00, primesc brățară gratuit.🔴 
↔️ Lipscani 43, Centrul Vechi, Bucureşti 
☎️ 0729041043.",,,,82,-3.17
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,764731,N/A,2023-07-26 08:29:39 EET,2023-07-26,08:29:39,Link,81,57,0,3,0,1,1,12,7,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2657928314359607,"NOROC CU CIOLACU! RAFILA NU S A SINCHISIT SA MEARGA ASEARA! O RUSINE! IN SCHIMB, INAUGUREAZA BATAI DE JOC DE RENOVARI LA FUNDENI, UNDE COPIII BOLNAVI DE CANCER AU FOST EVACUATI DE PE ETAJUL 7, DIN SALOANELE “RENOVATE” LA MISTO, IN CARE CEI CARE SE LUPTA PENTRU FIECARE ZI DE VIATA, AU STAT SI INSPIRAT MUCEGAIUL DE SUB SPOIALA LA MISTO! DESPRE CE VORBIM? ASTA E ADEVARUL! ASTA PE CARE L SPUN DOAR EU! DAR STATI LINISTITI, MA! CA DE IERI FUNDATIA STARLETELOR TV ARE UN NOU SEF (DE IERI, PAI DACA A URLAT DANA BUDEANU) SI ANUME PE MANA DREAPTA A LU MAGICIANU! CE ATI AUZIT! MANA DREAPTA A LU MAGICIANU DIN AMBELE MANDATE SI NU NUMAI! ATAT! CAUTATI!",https://www.stiripesurse.ro/alexandru-rafila-ne-da-fiori-sunt-multe-situatiile-unde-aparatele-sunt-vechi_3005963.html,,,Alexandru Rafila ne dă fiori: 'Sunt multe situațiile unde aparatele sunt vechi!',"Ministerul Sănătății nu are echipe specializare care să verifice aparatele electrice, iar în multe cazuri aparatele sunt vechi, transmite ministrul...",,,,81,-2.27
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 18:10:50 EET,2023-07-26,18:10:50,Link,75,63,4,5,2,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739251128211058,"Marian Dumitru: În sfârșit, presa scapă de CTP, un agent al dezbinării și urii. Slavă Domnului!",https://www.activenews.ro/opinii/Marian-Dumitru-In-sfarsit-presa-scapa-de-CTP-un-agent-al-dezbinarii-si-urii.-Slava-Domnului-183385,,,"Marian Dumitru: În sfârșit, presa scapă de CTP, un agent al dezbinării și urii. Slavă Domnului!","Freamătă feisbucul, se agită influensării, lăcrimează hipsterimea!   Motivul? Cristian Tudor Popescu a anunțat moartea presei. Mai exact:   ”a face parte din ceea ce se ...",,,,75,2.14
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,49843,102880,2023-07-26 07:59:29 EET,2023-07-26,07:59:29,Status,73,65,4,1,1,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/609089547877832,"BOGDAN COMARONI și CIPRIAN PURICE azi la GOLD FM Propaganda încălzirii globale / Demiterea lui Joe Biden De la 13.30 voi discuta cu Bogdan Comaroni despre încălzirea globală, ce e argumentat științific și ce e propagandă, respectiv despre motivele geoeconomice ce stau în spatele propagandei. De la 14.15 vom analiza cu Ciprian Purice procedura posibilei demiteri președintelui SUA Joe Biden, anunțată de către liderul republicanilor Kevin McCarthy, cauze, proceduri și consecințe. De la 13.00 la 15.00, la CE-I ÎN GUȘĂ, ȘI-N CĂPUȘĂ! Ca să fiți mai deștepți și azi, urmăriți GOLD FM pe 96,9 MHz în București și împrejurimi, iar în toată țara și diaspora, pe internet, la goldtv.ro, radiogoldfm.ro sau căutând GOLD FM LIVE!",,,,,,,,,73,-5.55
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:09:28 EET,2023-07-26,15:09:28,Link,62,49,1,10,1,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739141928221978,Av. Gheorghe Piperea: Pseudo – știința climei și tatuajele mentale,https://www.activenews.ro/opinii/Av.-Gheorghe-Piperea-Pseudo-%E2%80%93-stiinta-climei-si-tatuajele-mentale-183380,,,Av. Gheorghe Piperea: Pseudo – știința climei și tatuajele mentale,"I’m trying to follow the science, but I keep finding the money …   (Proverb tehno-corporaTRIST - în traducere liberă, „tot încerc să mă ghidez după știință, dar în drum dau ...",,,,62,1.77
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:49:48 EET,2023-07-26,23:49:48,Photo,58,43,3,4,7,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739415268194644,,https://www.facebook.com/photo.php?fbid=661861342657797&set=a.551125297064736&type=3,,,Arhiepiscopia Tomisului,"IPS Teodosie, Arhiepiscopul Tomisului, a plecat iarăși genunchii la rugăciune, pomenind pe credincioși în fața primului altar al înainașilor noștri, Peștera Sf. Ap. Andrei.",,,,58,1.41
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:48:06 EET,2023-07-26,23:48:06,Photo,57,47,0,5,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739414761528028,,https://www.facebook.com/photo.php?fbid=674069424755245&set=a.674072358088285&type=3,,,Mănăstirea Oașa,,,,,57,1.39
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82858,121039,2023-07-26 17:41:06 EET,2023-07-26,17:41:06,Photo,55,37,4,11,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100081871479176/posts/263353149737066,,https://www.facebook.com/photo.php?fbid=10226321148870048&set=a.10201087592246903&type=3,,,Christian,"Adevărul este că ne risipim toate energiile cu efortul de a convinge pe alții despre buna credință a noastră, despre adevărul pe care îl avem noi, despre dovezile zdrobitoare pe care le-am găsit în arhivele omenirii, hrănindu-ne cu satisfacția că am venit de hac prostiei omenești, uitând să punem ca prioritate înaintea oamenilor copierea modelului divin, persoana lui Isus Hristos și caracterul Tatălui Său, prin cultivarea proprie a faptelor de iubire, sacrificiu și lepădare de sine. Eu vă spun că tot ceea ce facem nu valorează înaintea lui Dumnezeu nici cât o zdreanță murdară, dacă în tot ceea ce facem nu este oglindit în noi chipul Tatălui și al Fiului. Timp pierdut și hrănirea unei mândrii personale dacă nu aducem un aport de slavă la slava Tatălui, prin care numai Numele Lui să fie proslăvit prin mărturia și exemplul vieții noastre personale...",,,,55,-1.42
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 17:47:34 EET,2023-07-26,17:47:34,Link,52,46,0,2,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781227717341333,https://solidnews.ro/sport/2023/07/26/aur-pentru-romania-la-festivalul-olimpic-al-tineretului-european-judoka-tudor-mosoi-la-60-de-kg-%f0%9f%a4%97%f0%9f%a5%8b%f0%9f%87%b7%f0%9f%87%b4/:=:https://solidnews.ro/sport/2023/07/26/aur-pentru-romania-la-festivalul-olimpic-al-tineretului-european-judoka-tudor-mosoi-la-60-de-kg-%F0%9F%A4%97%F0%9F%A5%8B%F0%9F%87%B7%F0%9F%87%B4/,https://solidnews.ro/sport/2023/07/26/aur-pentru-romania-la-festivalul-olimpic-al-tineretului-european-judoka-tudor-mosoi-la-60-de-kg-%f0%9f%a4%97%f0%9f%a5%8b%f0%9f%87%b7%f0%9f%87%b4/,https://solidnews.ro/sport/2023/07/26/aur-pentru-romania-la-festivalul-olimpic-al-tineretului-european-judoka-tudor-mosoi-la-60-de-kg-%F0%9F%A4%97%F0%9F%A5%8B%F0%9F%87%B7%F0%9F%87%B4/,,AUR pentru România la Festivalul Olimpic al Tineretului European! Judoka Tudor Moșoi la 60 de kg. 🤗🥋🇷🇴 - Solid News,"Autor: Cozmin Gușă Medalie importantă pentru delegația României la EYOF 2023 de la Maribor, Slovenia! După un parcurs excepțional judoka Tudor Moșoi a obținut azi medalia de aur la categoria 60 de kg, fiind asistat excepțional de la margine de către antrenorul Vali Ioniță. Deși nu era ...",,,,52,1.49
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:09:53 EET,2023-07-26,15:09:53,Link,51,24,6,4,0,0,16,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739142091555295,"Dominic Fritz a dat fuga la CNCD, după ce un om de afaceri timișorean l-a numit „lepră de pui nazist”",https://www.activenews.ro/stiri/Dominic-Fritz-a-dat-fuga-la-CNCD-dupa-ce-un-om-de-afaceri-timisorean-l-a-numit-%E2%80%9Elepra-de-pui-nazist-183383,,,"Dominic Fritz a dat fuga la CNCD, după ce un om de afaceri timișorean l-a numit „lepră de pui nazist”","Primarul Timișoarei, Dominic Fritz, a depus o sesizare la CNCD, după ce omul de afaceri timișorean Dan Dinu l-a numit „lepră de pui nazist” într-o postare pe Facebook, apoi i-a cerut să ...",,,,51,1.46
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:48:44 EET,2023-07-26,23:48:44,Photo,47,37,3,5,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739414968194674,,https://www.facebook.com/photo.php?fbid=9946608418712398&set=p.9946608418712398&type=3,,,Olivia,"""Cauza tuturor bolilor"" (vătămările corporale cauzate de accidente nu intra aici) - citesc în Thomas E Levy, MD, JD -  ""se explică prin: 

1. nivele mari de IOS (stres oxidativ intracelular)
2. acompaniate și /sau cauzate de nivele crescute de calciu intracelular (deci, nu lactatelor!) și care pot fi
3. puternic combătute sau diminuate de o asimilare crescută a magneziului (frunze verzi, nuci, semințe, plante medicinale), dar și de
4. orice altă intervenție ce poate crește capacitatea antioxidantă în interiorul celulelor, în special vitamina C (fructe proaspete) și gluthatione (ceapa, usturoi, praz, varză, hrean), dar care pot fi
5.  agravate, suplimentar, de apariția noilor pro-oxidanti (otrăvuri, radiații și toxine, ca cele derivate din tutun, cafea, alcool, zahăr, monoglutamat de sodiu si alte e-uri, prăjeli, afumături, produse de patiserie, lactate, apa de la chiuvetă, băuturi acidulate șamd).""

Bună dimineața! 

PS: Explicațiile din paranteze sînt ale mele si sînt bazate pe suma informațiilor strînse de mine din literatura de specialitate. A se lua cu un grăunte de sare.",,,,47,1.15
