Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143597,160831,2023-09-07 06:39:28 EET,2023-09-07,06:39:28,Status,825,679,25,94,2,4,5,9,7,0,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/326204233314124,"Până și Joe Biden e iritat de insistența celor care vor neapărat să întoarcă lumea la botniță: “I've been tested again today. I'm clear across the board, but they keep telling me, because this has to be 10 days or something.” “I gotta keep wearing it, but don't tell 'em I didn't have it on when I walked in.” “I gotta wear this mask … or something”. Deci omului (sau ce-o fi) i s-a luat de la sfaturile păpușarilor care l-au tot mutat dintr-un loc de vacanță în altul, ca să nu spună prostii sau … adevărul involuntar. Cu asemenea declarații făcute chiar la Casa Albă, Biden a trimis la dracu’ în mod complet și ireversibil ideea obsesivă a lui Fauci de a ne “proteja” prin impunerea acelui oribil semn al supunerii ovine pe față. Feel free to factcheck. PS Eu tot rămân convins că acești nemernici ne vor ”recomanda” din nou inutila și nociva mască. Prea se încură “specialiștii” vieții cu “explozia” cazurilor de infectare cu “acest virus nenorocit”…",,,,,,,,,-2.19
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241634,290882,2023-09-08 18:08:54 EET,2023-09-08,18:08:54,Native Video,727,477,62,105,15,4,0,53,8,3,owned,Yes,5794,6639,0,00:03:07,https://www.facebook.com/100044152373697/posts/861987928616278,Se pare ca am mai pierdut o lupta în Statul Eșuat România!! O intreaga generație decimata de nepăsarea sau reaua intenție a unora care ae îmbogățesc pe spinarea unor copii nevimovati! Rusine!!! Închisoare pe viață pentru drogalaul de la 2 mai!,https://www.facebook.com/100044152373697/videos/848803819970595/,,,,,,,,1.62
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48116,68500,2023-09-07 15:00:32 EET,2023-09-07,15:00:32,Live Video Complete,575,225,99,190,56,0,1,0,0,4,owned,Yes,2793,5444,0,00:56:03,https://www.facebook.com/100063623349419/posts/771450044990862,"07.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/771450044990862/,,,"07.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,-1.12
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50494,105797,2023-09-07 15:16:45 EET,2023-09-07,15:16:45,Link,553,456,41,39,5,3,7,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/628685052584948,"O smetie dură peste obrazul (gros) american, SUA chiar n-au nici o justificare pentru felul în care-l chinuie pe Trump și-l protejează pe coruptul Biden. Ungurul Szijarto a enunțat o treabă clară, ce va fi reclamată la nivel global, anume că SUA nu mai au dreptul să vorbească despre democrație și libertate de exprimare. Chiar dacă noi știm că atât Szijarto, cât și șeful său Orban, când îl încurajează pe Trump îi transmit acestuia de fapt mesaje direct de la Putin … 😉 Cozmin Gușă",https://flux24.ro/ministrul-maghiar-de-externe-incepand-din-acest-moment-guvernul-ungariei-nu-va-accepta-nicio-critica-din-partea-statelor-unite-ale-americii-cu-privire-la-situatia-democratiei/,,,"Ministrul maghiar de externe: Începând din acest moment, Guvernul Ungariei nu va accepta nicio critică din partea Statelor Unite ale Americii cu privire la situaţia democraţiei","Începând din acest moment, Guvernul Ungariei nu va accepta nicio critică din partea Statelor Unite ale Americii cu privire la situaţia democraţiei, după ce în SUA se doreşte excluderea de la alegeri a lui Donald Trump, care are cele mai mari şanse în cursa pentru preşedinţie, a anunţat ...",,,,3.2
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50535,106124,2023-09-10 18:02:54 EET,2023-09-10,18:02:54,Native Video,462,291,15,82,8,1,62,0,1,2,owned,Yes,3173,3585,0,00:00:29,https://www.facebook.com/100063303756078/posts/630133555773431,"Woody Harelsson, inteligent și ironic! Se preface c-ar condamna Rusia pentru agresiune, “încurcându-se” însă în fostele agresiuni ale SUA. Așa da! 👌👏",https://www.facebook.com/cozminhoreagusa/videos/1348579432397254/,,,,,,,,-6.32
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,766002,N/A,2023-09-07 09:18:23 EET,2023-09-07,09:18:23,Photo,426,386,0,11,11,2,16,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2703730716446033,,https://www.facebook.com/photo.php?fbid=2703730679779370&set=p.2703730679779370&type=3,,"CUM DRECU SE FACE MA CA TOATE ""TEORIILE CONSPIRATIEI"" DANEI BUDEANU SE ADEVERESC?",,,,,,-1.07
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,766002,N/A,2023-09-07 20:18:46 EET,2023-09-07,20:18:46,Photo,417,234,0,12,1,2,166,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2704241516394953,"EU N AM TIK TÃK! AM OM! DU TE ACASA LA NEVASTA ERA SA ZIC, LASA TIK TÃKU! VAI DÃ TARA ASTA!",https://www.facebook.com/photo.php?fbid=2704240636395041&set=p.2704240636395041&type=3,,SIEMION CARE V VREA SA CONDUCA ROMANIA E MRT LIVE PA TIK H TAK ACUMI NU EXISTA MA ASA CEVA!,,,,,,-1.09
Subiectiv cu Razvan Dumitrescu,Subiectiv.RazvanDumitrescu,100047456172747,JOURNALIST,RO,Pagina oficiala de facebook a emisiunii Subiectiv.,2011-09-16 12:21:08,272447,366084,2023-09-08 15:59:40 EET,2023-09-08,15:59:40,Photo,381,138,126,30,1,22,46,4,14,0,,-,0,0,0,N/A,https://www.facebook.com/100047456172747/posts/825336105724921,"PODOLIAK, consilierul lui Zelenski, cere practic României să doboare dronele Rusiei care atacă Ucraina. Generalul DAN GRECU: O jignire gravă! Nu Podoliak mă miră, ci politicienii români.",https://www.facebook.com/photo.php?fbid=825336059058259&set=a.178762523715619&type=3,,,,,,,,-7.77
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89846,91497,2023-09-10 22:52:50 EET,2023-09-10,22:52:50,Link,360,277,15,24,40,1,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/769357208533783,"Planeta la picioarele unui rus și a unui sârb nevaccinat, la US Open: Daniil Medvedev și Novak Djokovic. ”Priceless”",https://www.activenews.ro/stiri/Planeta-la-picioarele-unui-rus-si-a-unui-sarb-nevaccinat-la-US-Open-Daniil-Medvedev-si-Novak-Djokovic.-Priceless-184255,,,"Planeta la picioarele unui rus și a unui sârb nevaccinat, la US Open: Daniil Medvedev și Novak Djokovic. ”Priceless”",A început finala US OPEN dintre sârbul nevaccinat Novak Djokovic și rusul Daniil Medvedev. Vă vom ține la curent cu rezultatele meciului de vis catalogat drept „Neprețuit” - ”Priceless” ...,,,,7.5
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50494,105797,2023-09-07 13:40:14 EET,2023-09-07,13:40:14,Status,349,250,23,44,1,1,2,28,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/628650822588371,"Gușă: Statul român chiar este unul eșuat, ferească Dumnezeu de război sau revolte publice, că ne facem praf! Suntem în scenariul ”Dumnezeu cu mila sa!” (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Klaus Iohannis, cel mai blamat președinte din istoria post-1989 a României (poate doar Ceaușescu să fi fost mai blamat în acele vremuri decât Klaus Iohannis, dar nu sunt sigur), deci Klaus Iohannis a avut un moment de claritate și sinceritate involuntare, atunci când anii trecuți a anunțat public că statul român, adică cel pe care îl conduce, este unul eșuat. Desigur că au fost multe evenimente în intervalul de când ne-a ștampilat ca fiind stat eșuat, care l-au confirmat pe Klaus Iohannis, însă, în ultimele două luni, prieteni, aceste evenimente vin pe bandă rulantă. Am avut azilele groazei din Voluntari: niște politicieni siniștri și cinici care urlau la televizor în loc să se îngrijească de problemele bătrânilor, să vadă cine sunt vinovați, să intervină, cum am văzut că sunt tratați bătrânii noștri, așa putem concluziona că gândesc la adresa tuturor cei care cu cinism au făcut bani de pe urma acestor bătrâni. Am avut apoi drogangeala generalizată, reliefată de festivalul Untold, devenită clară în urma tragediei de la 2 Mai și multe altele în serie pe șosele, în care beizadele cu bani, cum au mai fost în România, drogate fiind, omoară oameni și apoi un întreg sistem de justiție se chinuie să îi scape și eventual să fie uitat și scandalul. Tot așa, intervenția pompierilor de la Crevedia, ferească Dumnezeu, te și întrebi de ce se mai antrenează oamenii ăștia, probabil că există printre ei o elită, dacă nu știu cum se intervine în cazul unui incendiu de prevăzut din zona depozitelor de tip GPL, tot așa statul român nu răspunde, încearcă să-i acopere, și nu să-l acopere doar pe Arafat, ci să-i acopere pe toți cei care au acționat defectuos și care se pregătesc să meargă mai departe. Ca și ăla de la Botoșani, directorul de spital, strungaru’, de la PSD, cu femeia care a murit acolo, dar el mutat după ce a plecat de la spital, pe altă funcție de conducere la nivel județean, că e bun strungarul să conducă diverse instituții de la nivel județean. Nu vă mai spun de mafia văzută în spatele scandalului GPL, a scandalului Crevedia, zeci de milioane de euro minimum profit pe an și sunt amestecați acolo primari, politicieni, polițiști, șefi din SRI, ceva groaznic, totul ajungând ieri și alaltăieri la drona rusească negăsită, iar găsită, un lucru care mie mi-a spus clar nu doar cât de nepricepuți sunt șefii noștri, de la Iohannis în jos, dar și cât de fricoși sunt, cât de frică le este de Rusia. Doar gândindu-se că au scăpat ăia vreo dronă, s-au grăbit să spună „Nu, nu, nu, nu a venit nimic”. Cred că și dacă cădea într-o gospodărie, Doamne ferește, și dacă omora animale sau oameni ar fi spus „nu, nu, nu, n-a venit”? Păi măi, curajoșilor, a, voi sunteți conștienți că nu avem capacitate de reacție, nici în scandalurile administrative, nici la incendii, nici la corupție, nici la droguri, nici la nimic, și cu atât mai mult în fața Rusiei, și totuși vă tot oțărâți acolo la guvernare. Cu asemenea infrastructură politico-administrativă, prieteni, la nivel uman, care este vraiște și foarte slab pregătită, și nevricoasă, ca să folosesc din nou acest termen, care în minte mea grupează cuvântul „nervos” și „fricos”, adică o combinație letală, închipuiți-vă cum va acționa în caz de război, Doamne ferește, da-i la graniță, nu?, la câteva sute de metri după cum a zis Iohannis, iar dacă din Occident, apropo de interesele electorale ale americanilor de a-și introduce țara din nou în pandemie Covid, ni se va impune o pandemie indusă, atunci clar că vom fi într-un scenariu, cu războiul la graniță și cu pandemia pe teren, de tip „Dumnezeu cu mila sa!”.",,,,,,,,,-1.07
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50527,106070,2023-09-09 07:31:18 EET,2023-09-09,07:31:18,Link,315,239,47,14,3,3,7,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/629444865842300,"Decăderea NATO! Europa și Statele Unite sunt în pragul celei mai importante decuplări conștiente în relațiile internaționale din ultimele decenii. NATO a fost cea mai de succes grupare de securitate din istoria globală modernă. De asemenea, NATO s-ar putea prăbuși până în 2025, subliniază Phillips Payson O’Brien, profesor de studii strategice la Universitatea St. Andrews din Scoția. ",https://solidnews.ro/parteneri/2023/09/08/populismul-in-crestere-din-sua-va-contribui-la-decaderea-nato-si-ue/?amp,https://solidnews.ro/parteneri/2023/09/08/populismul-in-crestere-din-sua-va-contribui-la-decaderea-nato-si-ue/,,Populismul în creștere din SUA va contribui la decăderea NATO și UE - Solid News,"Europa și Statele Unite sunt în pragul celei mai importante decuplări conștiente în relațiile internaționale din ultimele decenii. Din 1949, NATO a fost singura constantă în securitatea mondială. Inițial o alianță între Statele Unite, Canada și 10 țări din Europa de Vest, NATO a câ...",,,,1.82
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89855,91468,2023-09-07 12:33:49 EET,2023-09-07,12:33:49,Link,256,53,112,29,0,10,1,50,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/767082445427926,Caz șocant în Australia: O fată de 17 ani s-a dus la culcare și nu s-a mai trezit. Nu suferea de nicio afecțiune,https://www.activenews.ro/stiri/Caz-socant-in-Australia-O-fata-de-17-ani-s-a-dus-la-culcare-si-nu-s-a-mai-trezit.-Nu-suferea-de-nicio-afectiune-184205,,,Caz șocant în Australia: O fată de 17 ani s-a dus la culcare și nu s-a mai trezit. Nu suferea de nicio afecțiune,"O familie a rămas fără răspunsuri după ce o adolescentă din Victoria a murit în mod subit în somn, scrie Daily Telegraph. Melody Southon, în vârstă de 17 ani, din Seabrook, în ...",,,,4.27
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50494,105797,2023-09-07 08:21:45 EET,2023-09-07,08:21:45,Status,254,222,14,6,1,1,6,3,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/628554835931303,"CRISTIAN UNTEANU și ION SPÂNU azi la GOLD FM RĂZBOI INSTALAT LA GRANIȚĂ / ROMÂNIA - STAT EȘUAT De la 13.30 vom analiza cu Cristian Unteanu atacurile rusești de la granița României, respectiv scandalul dronei și rapoartele românești și ucrainene, care pot fi desfășurările ulterioare în context de război instalat la graniță. De la 14.15 voi discuta cu Ion Spânu despre scandalurile în serie cu incidență zilnică, droguri, incendii, accidente, drone rusești, etc., și impotența demonstrată a autorităților românești, imaginea clară de stat eșuat și la ce ne putem aștepta în continuare. De la 13.00 la 15.00, la CE-I ÎN GUȘĂ, ȘI-N CĂPUȘĂ! Ca să fiți mai deștepți și azi, urmăriți GOLD FM pe 96,9 MHz în București și împrejurimi, iar în toată țara și diaspora, pe internet, facebook și youtube GOLD-Romania, la goldtv.ro, radiogoldfm.ro sau căutând GOLD FM LIVE!",,,,,,,,,-1.47
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89847,91473,2023-09-08 20:10:46 EET,2023-09-08,20:10:46,Live Video Complete,252,99,30,71,2,2,0,41,7,0,owned,Yes,3614,4128,0,01:37:24,https://www.facebook.com/100063785333040/posts/1100230030954918,"𝐀𝐥ț𝐢 𝟑 𝐜𝐨𝐩𝐢𝐢 𝐥𝐮𝐚ț𝐢 𝐝𝐞 𝐥𝐚 𝐩ă𝐫𝐢𝐧ț𝐢 𝐝𝐞 𝐬𝐭𝐚𝐭𝐮𝐥 𝐈𝐭𝐚𝐥𝐢𝐚𝐧. Toata povestea si multe altele (Alexandru Cernat, Petronela Iordache, Marilena Mocanu etc) 𝑰𝒏𝒗𝒊𝒕𝒂𝒕𝒊: Părinții copiilor (familia Păuleț, Eric Mocanu, Aurelian Popa, Mihaela Oliviana Seiler, Felicia Wilkinson, Elena Serban (Comitete Cetatenesti Locale), Hermina Gheorghe, si mulți alții!",https://www.facebook.com/activenewsro/videos/1100230030954918/,,,Copii români luați pe nedrept de langa parintii lor de către state europene!,,,,,5.04
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48132,68510,2023-09-08 11:59:56 EET,2023-09-08,11:59:56,Live Video Complete,238,138,60,24,13,1,0,0,0,2,owned,Yes,2986,3034,0,02:14:57,https://www.facebook.com/100063623349419/posts/2259526924437836,"08.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",https://www.facebook.com/radiogoldfmromania/videos/2259526924437836/,,,"08.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",,,,,-2.07
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50527,106070,2023-09-09 16:10:32 EET,2023-09-09,16:10:32,Link,178,76,32,10,1,19,30,1,9,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/629622992491154,Michelle Obama se pregătește să-l înlocuiască pe Biden. Cozmin Gușă a prevăzut mișcarea în Aprilie 2022! ,https://solidnews.ro/parteneri/2023/09/09/michelle-obama-se-pregateste-sa-l-inlocuiasca-pe-biden-cozmin-gusa-a-prevazut-miscarea-in-aprilie-2022/?amp,https://solidnews.ro/parteneri/2023/09/09/michelle-obama-se-pregateste-sa-l-inlocuiasca-pe-biden-cozmin-gusa-a-prevazut-miscarea-in-aprilie-2022/,,Michelle Obama se pregătește să-l înlocuiască pe Biden. Cozmin Gușă a prevăzut mișcarea în Aprilie 2022! - Solid News,"În anul 2022, în Casa Albă, în Sala de ceremonii, Barack Obama i se adresa lui Joe Biden în glumă, dar batjocoritor, cu titlul de „vicepreședintele Joe Biden”, deși Biden era președintele în funcție. Aceste acte de batjocorire evidențiau decrepitudinea actualului președinte, marcân...",,,,1.03
