Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Luis Lazarus-Zeus Tv,LuisLazarusZeusTV,100044414259997,PERSON,RO,TRAIASCA PATRIA ! ,2011-02-07 14:43:06,426726,684064,2023-09-26 19:59:44 EET,2023-09-26,19:59:44,Live Video Complete,"6,854",3214,1392,1488,697,6,16,1,11,29,owned,Yes,50963,55834,0,01:00:48,https://www.facebook.com/100044414259997/posts/275757198626548,DR R CONSTANTINESCU DEZLANTUIT! CUM VEDE VIITORUL ROMANIEI SI CE SE VA INTAMPLA LA ALEGERILE DIN 2024!,https://www.facebook.com/LuisLazarusZeusTV/videos/275757198626548/,,,DR CONSTANTINESCU DEZLANTUIT! CUM VEDE VIITORUL ROMANIEI SI CE SE VA INTAMPLA LA ALEGERILE DIN 2024!,,,,,-1.64
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,85527,95421,2023-09-26 23:06:03 EET,2023-09-26,23:06:03,Live Video Complete,"5,038",3138,326,1100,406,12,7,19,9,21,owned,Yes,34180,40441,0,00:44:10,https://www.facebook.com/100063953040074/posts/1646988059120567,"PERICOL iminent la MINTIA, achiziții incredibile în plină criză, cum sunt apărați drogălăii chiar de medici, comunistul care se ocupă de protejarea drepturilor omului și băieții cu ochii albaștri arestați la grămadă",https://www.facebook.com/IosefinaIosefinaPascal/videos/1646988059120567/,,,,,,,,11.27
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,144987,162245,2023-09-25 08:44:16 EET,2023-09-25,08:44:16,Status,"4,904",3621,138,1078,25,10,0,10,19,3,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/336578978943316,"Obligația de a încasa prin bancă sau digital orice sumă mai mare de 1000 de lei nu doar că pune tone de bani nemeritați în conturile băncilor și ale platformelor de plăți digitale, dar este și anticonstituțională. Încalcă principiul libertății economice (art. 45), garanția proprietății (art.44) și obligațoa statului de a lua măsuri de dezvoltare economică și protecție socială de natură a asigura cetățenilor un nivel de trai decent (art.47). Încalcă și art.16 din Legea nr.312/2004:=:http://nr.312/2004 privind Statutul BNR, conform căruia însemnele monetare și monedele emise de BNR trebuie primite la plată pentru orice obligație monetară, fără limitări. De asemenea, încalcă și TFUE. În speța CJUE din ianuarie 2021, Dietrich și Häring contra Hessicher RundFunk, a fost statuat dreptul oricărui cetățean la plăți în numerar fizic și obligația corelativă a unor astfel de încasări. Cum art.148 alin. 2 din Constituție dispune că Dreptul UE este obligatoriu în dreptul intern, înseamnă că ideea plafonării este neconstituțională.",,,,,,,,,2.52
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8607,29163,2023-09-25 10:41:20 EET,2023-09-25,10:41:20,Live Video Complete,"4,635",1375,1112,1430,53,86,12,252,302,13,owned,Yes,13391,26372,0,00:07:45,https://www.facebook.com/100085495329227/posts/725015152754292,Cęmtråils - București - 25 sep 2023,https://www.facebook.com/100085495329227/videos/725015152754292/,,,Chemtrails - București - 25 sep 2023,,,,,2.79
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,145401,162680,2023-09-27 09:20:18 EET,2023-09-27,09:20:18,Native Video,"4,433",3295,178,862,26,17,11,21,19,4,owned,Yes,51251,53410,0,00:03:39,https://www.facebook.com/100077736491457/posts/337798935487987,"Ce poate stăpânul, nu poate sluga. Și nici iobagul.",https://www.facebook.com/gheorghe.piperea/videos/350807560614753/,,,,,,,,3.01
Cristian Terhes,CristianVTerhes,100063648702791,POLITICIAN,RO,"Cristian Terhes - Europarlamentar PNTCD, membru in Grupul ECR",2019-03-25 13:52:13,277000,405588,2023-09-26 18:21:42 EET,2023-09-26,18:21:42,Photo,"3,063",2291,365,305,92,0,3,2,0,5,,-,0,0,0,N/A,https://www.facebook.com/100063648702791/posts/820029833461966,"In perioada 26-27 septembrie a.c. sunt la Madrid, la o conferinta a Grupului ECR, unde voi sustine un discurs pe tema prezentului si viitorului Europei. Europa este in prezent intr-un hoas evident, cauzat de implementarea unor masuri neomarxiste absurde si utopice, care au creat foarte multa saracie, inechitate si abuz. Pentru viitor, Europa ori se intoarce la radacinile sale, la respectul pentru demnitatea umana si drepturile fiecarui cetatean, precum si la respectarea drepturilor natiunilor, ori va disparea asa cum o stim/am stiut-o. Solutia la indemana fiecaruia pentru viitorul Europei este de a alege patrioti in functii publice, care pun pe primul loc interesul propriei tari si al concetatenilor. Conditia primordiala pentru binele Europei este binele tarilor care o compun si a cetatenilor acestora: cand lor le merge bine, merge bine si Europei.",https://www.facebook.com/photo.php?fbid=820029743461975&set=a.332974835500804&type=3,,,Photos from Cristian Terhes's post,,,,,-1.86
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241956,291168,2023-09-26 20:23:40 EET,2023-09-26,20:23:40,Live Video Complete,"2,919",1299,424,930,111,11,4,103,26,11,owned,Yes,23276,28844,0,00:48:16,https://www.facebook.com/100044152373697/posts/1058458501830741,Ce sunt dungile de fum de pe cer? Consoiratie sau plan malefic???,https://www.facebook.com/100044152373697/videos/1058458501830741/,,,Ce sunt dungile de fum de pe cer? Conspirație sau plan malefic?,,,,,3.42
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8624,29203,2023-09-26 13:19:14 EET,2023-09-26,13:19:14,Live Video Complete,"1,811",1024,468,157,152,1,3,2,2,2,owned,Yes,10052,10497,0,00:53:51,https://www.facebook.com/100085495329227/posts/1714029375690197,Aurelian.RO@Gold FM cu Cozmin Gușă 26 sep 2023,https://www.facebook.com/100085495329227/videos/1714029375690197/,,,Aurelian.RO@Gold FM cu Cozmin Gușă,,,,,1.1
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,144987,162245,2023-09-25 19:48:17 EET,2023-09-25,19:48:17,Status,"1,334",710,52,203,2,34,10,73,248,2,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/336933815574499,"Ce nu ați aflat încă: FMI a recomandat guvernului României creșterea impozitului pe venit de la 10%, la 15%. De ce? Desigur: ca să aibă guvernul bani să plătească dobânzi bancare (inclusiv pentru iminentul împrumut la FMI), armament foarte vechi și nefezabil și ajutoare pentru refugiați & emigranți. A, și sursă de finanțare identificabile pentru ajutorul de stat de 1,2 miliarde de lei pentru filme “românești” pe netflix și hbo.",,,,,,,,,-1.45
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48442,68793,2023-09-27 11:59:56 EET,2023-09-27,11:59:56,Live Video Complete,"1,265",520,509,131,89,1,3,1,3,8,owned,Yes,7746,7915,0,02:29:37,https://www.facebook.com/100063623349419/posts/194747210302452,"27.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/194747210302452/,,,"27.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,3.15
