Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Dragoș Bistriceanu - Pagina publică,bistriceanudragos,100063550934191,JOURNALIST,RO,"Opinii tăioase, sincere și asumate din partea unui simplu jurnalist!",2018-10-19 13:25:12,34705,82502,2023-08-23 11:39:45 EET,2023-08-23,11:39:45,Native Video,"47,196",31645,4245,9227,1136,41,10,644,171,77,owned,Yes,397071,444359,0,00:03:31,https://www.facebook.com/100063550934191/posts/792063092922048,ATENȚIE! Să ne ierte doctorii că îndrăznim să-i deranjăm cu materialul ăsta.,https://www.facebook.com/bistriceanudragos/videos/660173116059243/,,,IERTAȚI-NE PE NOI CĂ ÎNDRĂZNIM SĂ VĂ DERANJĂM!,,,,,10.28
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,142911,160127,2023-08-22 05:56:17 EET,2023-08-22,05:56:17,Status,"12,161",8109,375,2052,54,22,7,1417,79,46,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/317939994140548,"Sunt zeci de mii de drogați la untold, electric castle, neversea, beach pliz sau saga și societatea de onești și atenți și ofuscați de la tv și de pe social media se lamentează că se suie unul la volan, pietrificat de drogat ce e, și ucide oameni nevinovați. N-ar fi scricat, atunci când se făcea reclamă deșanțată acestor “manifestări artistice”, un pic de atenție la acest fenomen care sărea în ochi, dar lumea “bună” își muta privirea la paiete, artificii și busturi generoase. Iar acum n-ar strica un pic de smerenie. Sunt filme cool, holiudiene sau de netlix/hbo/disney, emisiuni tv sau radio matinale, pod cast - uri, fimulețe tic tic sau instagram unde se face reclamă directă la iarbă “de calitate” și la prafuri recreaționale, rolurile de polițiști consumă ritualic droguri din ceea ce confiscă de la dealeri, iar sfinții de la tv și de pe social media ne țin prelegeri despre importanța prudenței la volan. Și despre cât de smeriți și responsabili sunt ei. Un sfert din populația liceelor s-a drogat măcar odată în timpul școlii, iar poliția se preface că nu știe. Sunt sute de mii de femei și fete pe onlyfans sau pe videochat care fac bani din “activități artistico-sexuale”, inclusiv pentru droguri, fără știința părinților (care, de altfei, muncesc până la 10 noaptea ca să își plătească ratele și dările), iar psihopații cu tatuaje pe tot corpul care se cred psihiatri dau vina pe părinți. Și dau lecții de parenting. În fine, dăm miliarde pe prevenția unei răceli, implicăm școală, poliție, sri, sie, ANSVM, CNAS, biserică, popi etc. în “strategii naționale de vakseenare”, dar nu dăm bani, nu finanțăm înmulțirea polițiștilor onești în lupta cu drogurile, nu specializăm psihologi, nu facem educație corectă anti-antidrog în școli și nu creăm armate de procurori specializați pentru lupta anti-drog. Dimpotrivă, stați pe social media și aplaudați politicieni care scriu legi de dezincriminare a consumului de droguri, așa cum aplaudați masca și vakseenul inutile, operațiile de schimbare de sex la copii sub 16 ani, propaganda pentru scoaterea de sub legea penală a pedofiliei și uciderea vacilor pentru că se bășesc prea mult. Aici s-a ajuns. O lume cu fundul în sus.",,,,,,,,,7.37
Luis Lazarus-Zeus Tv,LuisLazarusZeusTV,100044414259997,PERSON,RO,TRAIASCA PATRIA ! ,2011-02-07 14:43:06,409604,667684,2023-08-23 19:50:37 EET,2023-08-23,19:50:37,Live Video Complete,"7,797",3836,2097,1258,521,7,22,27,5,24,owned,Yes,54232,61084,0,01:56:35,https://www.facebook.com/100044414259997/posts/965463551338952,TERHES REVOLTAT DE SITUATIA TRAGICA DE LA 2 MAI! EUROPARLAMENTARUL INTRA IN FORTA IN MILITIENI SI POLITICIENI!,https://www.facebook.com/LuisLazarusZeusTV/videos/965463551338952/,,,TERHES REVOLTAT DE CRIMA DE LA 2 MAI! EUROPARLAMENTARUL INTRA IN FORTA IN MILITIENI SI POLITICIENI!,,,,,-1.28
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,80773,90513,2023-08-21 12:18:50 EET,2023-08-21,12:18:50,Native Video,"4,287",2173,341,1140,17,70,9,277,248,12,owned,Yes,99197,105437,0,00:03:27,https://www.facebook.com/100063953040074/posts/730508172424278,"Anchetă exclusivă despre familia criminalului drogălău: Combinații imobiliare grave, dosare penale și arme ilegale.",https://www.facebook.com/IosefinaIosefinaPascal/videos/806178344384930/,,,,,,,,2.39
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,142898,160118,2023-08-21 08:10:47 EET,2023-08-21,08:10:47,Status,"3,642",2213,109,765,5,33,13,224,272,8,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/317451644189383,"Administrația Biden recomandă încă un rapel (a cincea doză?) cu minunatul ser de imunizare contra ... Mă rog, nu se știe deocamdată contra a ce, dar companiile din domeniu sunt deja pregătite cu actualizări ale serului - vor fi gata de livrare în vakseenării în „câteva săptămâni”. De vreme ce se vor introduce curând și măștile în aeroporturi, putem să fim siguri că, peste tot în lume, de prin 20 septembrie încolo ne vom fi întors la frumoasele vremuri plandemice, când o cabală de auto-intitulați erudiți și de ne-specialiști (sau de politicieni corupți, la nimic pricepuți, dar purtători făloși ai etichetei de “elite”) își băteau crunt joc de credulitatea, frica și predispoziția turmei de a se imuniza, masca și supune. După o astfel de măsură, injectarea cu toate serurile „imunizatoare” inventate/inventabile, pe tot parcursul vieții, va deveni o cutumă mai obligatorie decât legea, constituțiile naționale și convențiile internaționale. Profitul companiilor farma, sponsorizările antropotehnicienilor (foștii medici), banii de o merdenea pe zi pentru influenceri și prigoana contra ereticilor vor fi gata setate pe zeci de ani de acum încolo. Gândiți-vă la asta: medicina, biologia, genetica și industria farma au devenit atât de sigure și eficiente încât nu mai există oameni sănătoși. Cei care încă se cred sănătoși sunt, de fapt, niște bolnavi asimptomatici, ba chiar suspecți de intenția malevolentă de a-i infecta pe ceilalți (mai ales pe cei „imunizați”). Până și ipohondrii sunt oameni sănătoși care se identifică drept bolnavi, deci drepturile lor de pacienți închipuiți prevalează asupra dreptului omului normal de a-și duce viața și a-și gestiona sănătatea așa cum consideră de cuviință. Ne mai rămâne să sperăm că mulți oameni au observat ce s-a întâmplat și că au învățat din realitatea faptică evidentă că: (i) statul totalitar nu îți vrea binele și nici sănătatea, ci te vrea supus și simplu de controlat prin frică; (ii) industria farma și sistemul neo-feudal sanitar (care nu se mai compune din medici și oameni de știință, ci din antropotehnicieni și prestatori de servicii științifice pentru marile companii din domeniu), nu te vor sănătos, ci bolnav, asimptomatic - eligibil pentru serurile de prevenție și pentru toate suplimentele alimentare - sau ipohondru. Mai putem spera, de asemenea, că și opoziția contra acestui sistem totalitar care ne vrea fericiți și lipsiți de libertate și avere devine din ce în ce mai puternică și răspândită. Să sperăm, deci, că oamenii normali și raționali, care țin la libertatea lor, cucerită cu atât de mult efort și cu sânge în ultimii 300 de ani în Europa și SUA, vor sta contra curentului care transformă lumea noastră civilizată și democrată într-o China cu ștaif tehnocrat sau într-o Rusia putiniană vopsită ca o „ordine mondială liberală bazată pe reguli”. Nu vrem sistem chinezesc sau autoritarism rusesc în Europa. Această lume condusă birocratic de la Bruxelles de epigoni ai lui Xi sau ai lui Putin și după prețioasele indicații ale administrației neo-marxiste de la Washington nu e deloc ceea ce am visat în 1989 sau în 2007.",,,,,,,,,2.16
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,64555,148633,2023-08-22 20:12:15 EET,2023-08-22,20:12:15,Native Video,"3,433",2752,155,422,66,8,19,4,2,5,owned,Yes,52514,53481,0,00:00:40,https://www.facebook.com/100066813237286/posts/636200375283731,"„Să nu credeți că am venit să aduc pace pe pământ, n-am venit să aduc pace, ci sabie” A se citi: „Nu am venit să împac adevărul şi minciuna, înţelepciunea şi prostia, binele şi răul, dreptatea şi silnicia, dobitocia şi omenia, nevinovăţia şi desfrânarea, pe Dumnezeu şi pe mamona, ci am adus sabie ca să tai şi să le despart, încât să nu se amestece”.",https://www.facebook.com/CezarIonascuRO/videos/990818102226400/,,,,,,,,5.22
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,80773,90513,2023-08-21 19:00:07 EET,2023-08-21,19:00:07,Native Video,"3,204",2387,182,515,44,11,29,12,19,5,owned,Yes,50466,52362,0,00:02:34,https://www.facebook.com/100063953040074/posts/730650255743403,"Scurt despre permanentizarea cenzurii! Ne revedem azi LIVE la ora 21 la România TV, continuăm dezvăluirile și lupta împotriva crimei organizate! ✌🏼🇷🇴",https://www.facebook.com/IosefinaIosefinaPascal/videos/629050429360169/,,,,,,,,1.79
Mihail Neamțu,mihailgeorgeneamtu,1081823837,,,,,83740,N/A,2023-08-21 18:54:15 EET,2023-08-21,18:54:15,Status,"3,007",1685,129,559,21,6,9,584,10,4,,-,0,0,0,N/A,https://www.facebook.com/mihailgeorgeneamtu/posts/10225978140135054,"Tineri drogați la volan ucid copii nevinovați. Adolescenți dependenți de alcool și pornografie. Tați abuzivi și mame degenerate care își mutilează pruncii. O lume dincolo de bine și de rău. Comportamente sexuale bizare sunt astăzi aplaudate la scenă deschisă iar perversitatea diversității a devenit noul canon literar-estetic al Stângii radicale. E penibil, ni se spune, să mai îngenuchezi, să te rogi, să te închini într-o biserică. Nu-s deloc ciudate, în schimb, discuțiile despre masturbarea la doar patru anișori și nici apucăturile orgiastice care fac din oamenii raționali niște patrupede behăitoare. După câțiva ani de îndoctrinare la școala progresismului, inima omului nu mai poate distinge urâtul de frumos, adevărul de minciună sau binele de rău. Dispare și diferența dintre lucrurile cu adevărat importante și problemele triviale: mofturi, răzgâieli, prostii. Nesocotim eroii, umilim dascălii, vandalizăm statuile, ardem steagul național (și arborăm drapelul sexual), batjocorim soldații, hulim polițiștii, denigrăm slujitorii altarelor, însă vrem să impunem copiilor educația sexuală încă din primii ani de grădiniță... Și dăi, și luptă... Copiem din Occident formele fără fond, iar nu lucrurile bune și serioase. Mimetismul pseudocultural și maimuțăreala artistică iau locul atitudinii curajoase, individualismului creator sau gândirii libere. Rezultatul? Moartea bunului simț. Sfârșitul cumințeniei. Suflete care doar se agită precum niște frunze uscate, bătute de vânt.",,,,,,,,,3.51
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8368,28689,2023-08-23 17:07:01 EET,2023-08-23,17:07:01,Live Video Complete,"1,389",817,262,189,112,3,0,3,1,2,owned,Yes,7593,7824,0,00:55:48,https://www.facebook.com/100085495329227/posts/1728016067627830,Live@Aurelian.RO cu Jessie - 23 aug 2023,https://www.facebook.com/100085495329227/videos/1728015944294509/,,,Live@Aurelian.RO cu Jessie - 23 aug 2023,,,,,-1.17
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,142898,160118,2023-08-21 11:19:31 EET,2023-08-21,11:19:31,Status,"1,340",953,34,221,4,73,5,26,21,3,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/317555210845693,"Dispecerii de bani publici și rețelele lor mafiotice de sens Episodul I În 2014, Iohannis a câștigat alegerile pe Facebook. L-a ajutat și bâlbâiala guvernului Ponta în organizarea execrabilă a scrutinului în țările UE în care locuiesc sau muncesc mulți români, dar votul masiv anti-Ponta a fost determinat de campania digitală agresivă și de tehnicile de manipulare utilizate în online (pe care, ulterior, le-am văzut și la Brexit, și la alegerile din SUA din 2016 și din 2020, și la alegerile locale și generale din România din 2020). Semnificativ este că Iohannis a fost prima persoană (entitate digitală?) din România cu peste 2 milioane de urmăritori pe Facebook. Liderul acestei campanii a fost un anume Radu Negulescu, pe atunci în vărstă de 27 de ani. Grupul lui de firme se numește Trencadis. Se zice că Negulescu ar fi condus campania din subsolurile clădirii de pe Aleea Modrogan. Se zice, de asemenea, că nu a terminat niciodată vreo facultate. În povestea „de succes” a acestui personaj există toate ingredientele legendării, toate trăsăturile apariției și construcției „icoanelor” IT-iștilor, Bill Gates și Steve Jobs. Ca o curiozitate, veți ști că meseriașul Negulescu a fost șef pe digital și în campania candidatului PSD la alegerile prezidențiale din 2019, Viorica Dăncilă. Dacă nu o fi vorba de un eșec natural, survenit în lipsa suportului din partea serviciilor secrete, atunci această chestiuță poate da o mare parte din explicația „succesului” lui Iohannis, care nici măcar o dezbatere electorală nu a acceptat să facă atunci, în 2019 – atât de sigur era de victorie încât a „dezbătut” singur, cu 5 ziariști yesmeni, în paralel cu Dăncilă, care era pusă la colț cu formula de calcul a ariei cercului. Cu asemenea cârtițe în echipă, Dăncilă ar fi putut fi și Eleanor Roosvelt, ar fi putut fi și Marie Curie, că tot nu câștiga. Anul trecut Trencadis a fost indicată de Top 1000 Financial Times drept compania IT cu cea mai rapidă creștere a afacerilor din România. Cred și eu, având în vedere explozia de contracte cu statul… După reușita de la prezidențialele din 2014, Negulescu a avut o carieră fulminantă în afaceri IT cu statul: nu a fost an de la Dumnezeu, de atunci încoace, în care Negulescu să nu ruleze minim 20 de milioane de euro/an din achiziții publice organizate de mai toate instituțiile „de forță” ale României, cum ar fi STS, SRI, SIE, poliție, Departamentul pentru Situații de Urgență, dar și de instituții mai pașnice, cum ar fi Ministerul Educației, Ministerul Culturii, Ministerul Fondurilor Europene, CSM, ANRE, ANCPI, Registrul Comerțului, CNAS etc., toate câștigate „pe merit”, de-si-guuur. În treacăt fie spus, sistemul de monitorizare și de culegere a rezultatelor alegerilor de către STS (impus total neconstituțional în 2019 și niciodată contestat de atunci) și sistemul de alertare RO-Alert sunt indicate de presă ca fiind operele „geniului” din subsol care l-a făcut președinte pe Iohannis. Pentru că și peste companiile „geniului” IT au trecut crizele suprapuse din 2020 până în prezent, aparent a fost și acolo oareșce suferință. O companie din grup, să-i zicem „compania dispensabilă”, a fost recent pusă sub protecția tribunalului, adică a intrat în insolvență. Însă, compania indispensabilă a grupului nu numai că nu a pățit nimic în pandemie și nici mai încoace, în vremurile de război. Dimpotrivă, zisa companie s-a întărit cu acționari noi, în persoana lui Frank Timiș (cel care a cauzat problema Roșia Montana, pe care a vâdut-o canadienilor de la Gabriel Resources, care cer acum 8 miliarde de dolari de la Statul român, ca despăgubiri că nu au fost lăsați să extragă aur de acolo, cu tehnologii pe bază de … cianură) și a fiului lui Burci (cel care s-a autointitulat, prin 1997, „broker de copii”). Mai mult chiar, Negulescu testează azi, când vorbim, sisteme de teleghidare a avioanelor de luptă undeva, prin … Somalia. De ochii lumii și pentru a atinge coarda emoțională a propriilor angajați, Negulescu a decis înghețarea pe perioada pandemiei a afacerilor profitabile ale grupului și concentrarea pe ajutorarea statului și a instituțiilor publice în lupta cu „această boală nenorocită”. Așa cum singur declară, Negulescu a utilizat un ONG special conceput pentru asta. Discursul, publicat în Ziarul financiar din 20 martie 2020, adică la 6 zile distanță de la decretul de instituire a stării de urgență, a fost considerat un simplu material de promovare, dar el conține – așa cum veți vedea în episodul următor – un adevărat program de acțiune pentru instituțiile statului, ba chiar o programare neuro-lingvistică pe care am fost forțați să o suportăm, în special prin forța unor mesaje publice care veneau de la președintele României și erau răspândite exploziv pe toate canalele media, clasice sau digitale. De exemplu, sintagma „noua normalitate”, cu care Iohannis ne-a tocat mărunt timp de doi ani de plandemie, provine din această declarație. Mai mult chiar, conceptul de comisie „științifică” din care să facă parte (truncated)",,,,,,,,,-1.25
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8361,28673,2023-08-22 13:19:42 EET,2023-08-22,13:19:42,Live Video Complete,"1,262",631,268,231,125,1,2,0,1,3,owned,Yes,4675,5322,0,00:48:40,https://www.facebook.com/100085495329227/posts/592004702886317,"Gold FM - 22 aug 2023 De la 14:15, vom analiza protestul contra vaccinării obligatorii și perspectiva noii pandemii indusă prin virusul ERIS (discordie), care sunt datele la zi și la ce ne putem aștepta.",https://www.facebook.com/100085495329227/videos/592004562886331/,,,Gold FM - 22 aug 2023,,,,,-1.36
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47707,68122,2023-08-23 12:00:16 EET,2023-08-23,12:00:16,Live Video Complete,"1,212",558,417,87,128,1,1,1,6,13,owned,Yes,7355,7457,0,02:27:00,https://www.facebook.com/100063623349419/posts/298644632849898,"23.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/298644632849898/,,,"23.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.6
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47678,68102,2023-08-21 12:00:23 EET,2023-08-21,12:00:23,Live Video Complete,"1,209",533,423,138,101,0,5,2,1,6,owned,Yes,7729,7889,0,02:22:51,https://www.facebook.com/100063623349419/posts/1515662675859800,"21.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1515662675859800/,,,"21.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.44
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241455,290732,2023-08-21 08:40:54 EET,2023-08-21,08:40:54,Native Video,"1,194",960,99,88,31,0,2,8,3,3,owned,Yes,10043,10668,0,00:05:13,https://www.facebook.com/100044152373697/posts/852273072921097,,https://www.facebook.com/100044152373697/videos/606112281675517/,,,,,,,,2.49
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50139,104162,2023-08-23 18:13:10 EET,2023-08-23,18:13:10,Native Video,"1,315",834,38,241,73,5,119,0,0,5,owned,Yes,51264,52533,0,00:00:21,https://www.facebook.com/100063303756078/posts/622143203239133,"Și urarea ca-n Ardeal: “No așe, No amu!” 😄🇷🇴",https://www.facebook.com/cozminhoreagusa/videos/2065067323842462/,,,,,,,,-2.41
