Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,49895,103059,2023-08-12 08:35:56 EET,2023-08-12,08:35:56,Status,627,504,35,75,5,1,0,3,3,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/616938920426228,"Cîțule, c-ai fost neprofesionist și hoțoman am văzut toți, dar tu ești și mincinos băiatule! Lista veniturilor uriașe ale angajaților la stat. Probabil că doar împotriva lui Ludovic Orban (poreclit LuCOVID) am scris mai multe editoriale decât contra lui Florin Cîțu, nu cred c-a fost vreo săptămână în care să nu fi existat motive clare de critică pentru guvernarea lui neprofesionistă și hoțomană. Vă dați seama cam ce senzație am avut zilele trecute când am văzut poziționările moralizatoare și ''pedagogice'' ale acestui individ Cîțu, cel ce a cheltuit aiurea (și ilegal!) miliarde de euro pentru vaccinurile pe care acum le distrugem, și care activează încă pe post de senator PNL și nu se află în pușcărie doar pentru că o are la mână pe Ursula von der Leyen, cea care i-a impus achiziția de vaccinuri. L-am auzit pe Cîțu spunând deunăzi, printre înjurăturile la adresa lui Ciolacu, și că el n-a primit semnale publice negative despre cheltuielile excesive ale statului român, că dac-ar fi primit s-ar fi sesizat, și mi-am amintit că în ianuarie 2021, când Cîțu era prim-ministru, am scris despre ''SALARIILE DE LA STAT EXPLODEAZĂ BUGETUL. SPORURILE AFERENTE ÎL VOR ȘI ÎNGROPA'', era o postare pe facebook ce-a fost preluată de mai multe site-uri de știri, apoi am făcut câteva emisiuni la tv și radio, am încercat să țin subiectul în atenția publică câteva zile. Ca și alte subiecte importante, dar nepopulare, și acesta a fost ignorat (inclusiv de către PSD-ul lui Ciolacu, ce azi e la ananghie tocmai din cauza acestor cheltuieli habotnice!). Și pentru a demonstra minciuna lui Cîțu, dar mai ales pentru a oferi informații utile dezbaterii publice din aceste zile, reiau aici textul postării și tabelele aferente, ce marchează veniturile uriașe de la stat, atenție, de acum trei ani, azi e clar că acestea sunt mai mari. ''26 ianuarie 2021 SALARIILE DE LA STAT EXPLODEAZĂ BUGETUL. SPORURILE AFERENTE ÎL VOR ȘI ÎNGROPA! N-am lucrat niciodată în vreo instituție de stat și operam mereu cu ideea că cei care lucrează acolo or avea salarii mici sau cel mult decente, dar că preferă munca de bugetar datorită siguranței locului de muncă. Într-o economie mai degrabă neperformantă, cum a fost cea a României în ultimii ani, nici n-ai cum să-ți permiți, dacă ești responsabil, să dai altfel de salarii pentru munca la stat, decât relativ mici. Așa credeam până zilele trecute când, curios fiind de motivația grevelor anunțate de bugetari pe motivul înghețării salariilor, l-am rugat pe un amic jurnalist să mă informeze despre nivelul salariilor în instituțiile statului român. Când mi-a trimis datele, l-am rugat să mai verifice o dată, i-am zis că poate or fi câștiguri trimestriale. Omul a râs amar și mi-a zis că sunt salariile aferente lunii noiembrie 2020. Vă anexez și eu tabelele pe care le-am primit, unde nu veți găsi NICIUN SALARIU MEDIU MAI MIC DECÂT ECHIVALENTUL A 1500 de euro pe lună, fiind instituții unde bugetarii sunt plătiți și cu peste 5000 de euro pe lună, venituri medii brute. Nu mai subliniez nimic în plus, vă asigur însă că în mediul privat românesc, pe care-l cunosc bine, nu există asemenea salarii medii, oricât de performante ar fi companiile respective. Aceste salarii ar fi trebuit publicate, dacă nu anual, măcar înaintea fiecărui rând de alegeri, pentru ca să ne dea posibilitatea nouă, CELOR CE PLĂTIM PRIN TAXE ACESTE SALARII, să decidem dacă mai votăm sau nu pentru parlamentari și primari/consilieri care-au decis așa-ceva. Dacă mai poate fi o surpriză negativă-n plus la asemenea sume, vă zic că e cea a SPORURILOR SALARIALE inventate pentru ""te miri ce"" pentru bugetari, de la statul pe scaun ce dăunează coloanei vertebrale, până la cheltuieli de vacanță asigurate pentru salariat și întreaga sa familie, să se relaxeze bine, înainte să se decidă să voteze cu cei care guvernează și le-au asigurat asemenea ""pleașcă""! Într-o statistică internă a guvernului, există și sporuri care dublează salariul (!), iar într-un calcul comparativ între 2016-2020, aceste sporuri salariale au crescut și cu 200% în 4 ani!!! Altă cifră indică faptul că doar aceste sporuri sunt echivalentul a cca 2% din deficitul bugetar actual. Nimic de comentat în plus nici aici. Puteți continua voi raționamentele, adăugând eventual categoriile de la stat ce se pensionează la 45 de ani, urmând ca să le plătim pensia grasă câteva zeci de ani de acum înainte! Desigur că v-ați enervat tare, dar din motive diferite, depinzând din care categorie faceți parte. Nu-i rău că v-ați enervat! Dar trebuie s-o faceți chiar mai tare și aplicat, gândindu-vă că această povară va pune la pământ în scurt timp bugetul României, și când vă veți trezi va fi prea târziu. Iar colegilor din presă le sugerez să ceară oficial datele complete de salarizare, pentru că ele trebuie cunoscute public atâta vreme cât aceste salarii sunt plătite din banii colectați din taxele pe care le plătim lunar. Pentru că altfel, plata pensiilor părinților sau bunicilor voștri va deveni imposibilă, (truncated)",,,,,,,,,1.6
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,765625,N/A,2023-08-10 09:34:58 EET,2023-08-10,09:34:58,Photo,512,443,0,47,16,0,4,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2675961312556307,"BUNA DIMINEATA, ROMANIA! VA ROG FRUMOS, DOMNULE CIOLACU! SA TERMINAM CU MASCARADA!",https://www.facebook.com/photo.php?fbid=2675960652556373&set=a.103012786517852&type=3,,MULTINATIONALELE 1% PE CIFRA DE AFACERI TAXARE DOMNU CIOLACU CA NU SUNTEM PANAMAU' EUROPEI!,,,,,,-1.17
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23119,26955,2023-08-11 22:26:13 EET,2023-08-11,22:26:13,Photo,458,309,25,55,65,1,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/839303744418738,"SFÂNTUL MIHAI VITEAZUL Nu știu voi, dar când mă gândesc la măreția lui Mihai Viteazul, lăcrimez. Este una dintre marile conștiințe ortodoxe ale acestui neam iar eu îl port de Sfânt. Așa cum îl consideră și monahii greci de la mănăstirea Simonos Petra, rectitorită de Voievod, unde am văzut icoana lui pentru prima dată. Avea mai mult decât conștiință de neam, dovedită prin hrisoavele rămase, dar și ambiția cea mare, imperială, de a reface Basileia Romaion, Romania sau (impropriu spus) Bizanțul, izgonind otomanii din Balcani. Occidentalii s-au speriat de anvergura lui și l-au lichidat mișelește. Rămâne ”minunea dumnezeiască” relatată de Petru Movilă, Arhiepiscopul şi Mitropolitul Kievului, petrecută la Alba Iulia (Bălgrad), prin care au fost ""făcuţi de ocară latinii [catolicii, care] cu preoţii lor s-au împrăştiat cu mare ruşine, iar unii dintre ei s-au convertit la credinţa Ortodoxă."" Căutați și citiți mărturia mitropolitului. Atunci au fost puse bazele Mitropoliei Ardealului, după ce domnitorul a ridicat o biserică, demolată apoi de habsburgi după 117 ani. Habsburgi care se bucură, în cetatea Vauban din Alba, de cinstea pe care o dau ardelenii victime ale sindromului Stockholm. În afară cetății, într-o frumoasă biserică de lemn, pe locul aproximativ pe care a fost biserica voievodală (ale cărei ruine ar trebui scoase la lumină de o conducere românească suverană, marea catedrală ortodoxă bizantină de secol X (zece) din fața celei catolice, descoperită în 2011 - ""cea mai veche biserică bizantină de la nordul Dunării"" cf. experților - fiind acoperită cu pământ de putorile trădătoare), vă conjur deci să-l cercetați pe Pr. Florin Botezan. Neapărat să participați la slujba din cadrul bisericii memoriale ""Mihai Viteazul"", cu hramul Sfintei Treimi. La final, sper ca dosarul de canonizare al Sf. Mihai Viteazul să nu mai tărăgăneze atât în Sf. Sinod. Nu merită asemenea tratament acest uriaș luptător pentru dreptate, credință și neam.",https://www.facebook.com/photo.php?fbid=839303727752073&set=a.580247996990982&type=3,,,,,,,,1.34
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89813,91062,2023-08-10 13:08:38 EET,2023-08-10,13:08:38,Link,387,286,22,64,2,1,2,8,1,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/749151110554393,"Acad. Ioan Aurel Pop, la Marius Tucă Show: ”UNTOLD ține de anularea culturii. Festivalul produce foarte mult rău, și răul se va vedea în câțiva ani, poate într-un deceniu, cred, din păcate, mai repede” - VIDEO",https://www.activenews.ro/stiri/Acad.-Ioan-Aurel-Pop-la-Marius-Tuca-Show-UNTOLD-tine-de-anularea-culturii.-Festivalul-produce-foarte-mult-rau-si-raul-se-va-vedea-in-cativa-ani-poate-intr-un-deceniu-cred-din-pacate-mai-repede-VIDEO-183675,,,"Acad. Ioan Aurel Pop, la Marius Tucă Show: ”UNTOLD ține de anularea culturii. Festivalul produce foarte mult rău, și răul se va vedea în câțiva ani, poate într-un deceniu, cred, din păcate, mai repede” - VIDEO","Acad. prof. univ. dr. Ioan Aurel Pop, președintele Academiei Române, a fost invitatul lui Marius Tucă într-o ediție transmisă live de Gândul. Președintele Academiei consideră că festivalul ...",,,,7.59
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47518,67958,2023-08-11 11:59:29 EET,2023-08-11,11:59:29,Live Video Complete,348,192,97,22,28,1,3,1,0,4,owned,Yes,3469,3513,0,02:21:54,https://www.facebook.com/100063623349419/posts/302628922318535,"11.08.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",https://www.facebook.com/radiogoldfmromania/videos/302628922318535/,,,"11.08.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",,,,,-1.47
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,765625,N/A,2023-08-10 14:04:46 EET,2023-08-10,14:04:46,Photo,347,336,0,3,3,1,3,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2676249429194162,KEEP CALM AND READ https://verdictapp.com/,https://www.facebook.com/photo.php?fbid=2676248252527613&set=a.103012786517852&type=3,,VALUAT FIREA COPIII? NU! OSA VA INTEPE FORTAT! NU! NU MAI HALITI HAURISME!,,,,,,-1.72
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89813,91096,2023-08-11 14:35:46 EET,2023-08-11,14:35:46,Link,340,86,133,23,1,7,5,84,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/749848797151291,Moartea subită lovește din nou: Avocatul și pastorul Cristian Moșuți s-a stins din viață în urma unui infarct,https://www.activenews.ro/stiri/Moartea-subita-loveste-din-nou-Avocatul-si-pastorul-Cristian-Mosuti-s-a-stins-din-viata-in-urma-unui-infarct-183695,,,Moartea subită lovește din nou: Avocatul și pastorul Cristian Moșuți s-a stins din viață în urma unui infarct,"Avocatul Cristian Moșuți a stat 3 zile internat în spital, iar în această dimineață (n.r. – 9 August 2023) a decedat în urma unui infarct. Bărbatul a terminat facultatea în cadrul ...",,,,7.23
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,765684,N/A,2023-08-13 07:26:01 EET,2023-08-13,07:26:01,Photo,332,280,0,27,15,2,5,0,1,2,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2679327315553040,NU EXISTA! E O MANIPULARE CA SA PARA CA FAC SI EI CEVA SANCHI! O MANIPULARE CA SI CEA CU LUATU’ COPIILOR! HARNELI!,https://www.facebook.com/photo.php?fbid=2679326988886406&set=a.103012786517852&type=3,,NU EXISTA NICIUN INTEPAT OBLIGATORIU! HAUR VA MINTE SA VA TINA IN ALARMA CA DE OBICEI!,,,,,,-1.41
Oana-Elena Lovin,OanaLov369,100053585390813,COMEDIAN,RO,Să râdem ca să nu plângem,2019-11-29 11:49:44,50667,80846,2023-08-10 15:40:44 EET,2023-08-10,15:40:44,Native Video,301,206,35,28,24,1,2,2,0,3,owned,Yes,1245,1358,0,00:49:39,https://www.facebook.com/100053585390813/posts/814151320381040,"⛔️ 10 August, protestul poporului sau al intereselor străine? 🔴Astăzi, la protestul #rezist pentru 10 August, protestatara Angi Șerban i-a turnat o pungă de făină în cap lui Mălin Bot, aceasta nefiind prima dată când i se toarnă ceva în cap 🔴 Curtea de Conturi acuză ilegalități la primăria condusă de Clotilde Armand. Consilier PNL: „Un adevărat grup infracțional” 🔴 Lui Florin Cîțu i-a rămas creșterea economică mică",https://www.facebook.com/OanaLov369/videos/293925973180715/,,,,,,,,-2.71
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,49888,103035,2023-08-10 14:15:50 EET,2023-08-10,14:15:50,Status,280,197,12,58,2,2,0,5,4,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/616111990508921,"Gușă: În atenția lui Marcel Ciolacu, premierul ce guvernează în baza PATRIOTISMULUI ECONOMIC. Lista companiilor străine care buzunăresc românii, apoi raportează pierderi ca să nu plătească impozite! (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Am priceput demult, prieteni, și am avertizat în repetate rânduri că starea economică a României este una precară, în ciuda triumfalistelor anunțuri publice, motivul vechi fiind fraudarea statului de către companiile străine ce fac afaceri în România, dar nu-și plătesc taxele, șirul de guvernări din ultimii ani refuzând să acționeze legal pentru recuperarea acestor prejudicii. Din acest unghi. M-am bucurat când Ciolacu și-a definit prioritățile guvernării, așezându-le sub conceptul de „patriotism economic”. Am înțeles și presiunile partenerului strategic pentru ca România să achiziționeze armament american, ăsta-i jocul geopolitic actual; nu sunt de acord, însă, să plătim în avans și să nu primim nimic. Din pricina acestor cheltuieli uriașe și obligatorii pentru înarmare, prieteni, am ajuns însă la fundul sacului. Da, da, domnule Iohannis, toți au recunoscut finalmente că stăm prost, în frunte cu Ciolacu, adică suntem o țară nepregătită pentru un joc atât de mare cum este un război, deci ar trebui să acționăm urgent, să economisim mult, dar să și producem venituri sigure suplimentare, altfel ne paște falimentul, inclusiv cel geopolitic. Ce relevanță să mai ai ca țară dacă partenerii nu se pot baza pe tine în momente dificile cum este cel actual? Ciolacu a început reforma, galeria l-a susținut câteva zile, apoi n-am mai auzit nicio galerie care să-l aplauze, am auzit însă multe fluierături, pentru că Marcel Ciolacu, după părerea mea, țintește unde nu trebuie. Eu am zis despre această reformă că e o reformă popească, inspirându-mă de la faptul că este implementată de părintele-ministru Marcel Boloș, o reformă de tip „cutia milei” combinată cu donații. De ce? Pentru că se taxează în plus, forțat cetățenii; de asemenea, tot în mod forțat, se suprataxează companiile românești. Ieri am prezentat tot aici firmele din energie și băncile cu profit mare și foarte mare ce ar trebui suprataxate; astfel s-ar face rost de o mare parte din miliardele necesare. Cei de la site-ul afaceri.news au alcătuit ieri o listă babană a companiilor străine cu cifre de afaceri uriașe, obținute, aceste cifre de afaceri, din consumul românilor, ce fraudează statul exportând sume mari de bani în țările lor de origine și declarând apoi pierderi în România. Multe miliarde de euro s-ar obține anual dacă în baza patriotismului economic enunțat de către Ciolacu, în mod legal, instituțiile de control și-ar face treaba rapid și ar verifica acești giganți. Vă prezint aici lista. O să vă îngroziți oricum, deși este o listă incompletă: ENERGIE: E.ON Energie România SA: cifră de afaceri 13.725.371.052 lei, profit 0, pierdere 358.899.374 lei ENEL Energie SA: cifră de afaceri 5.201.925.419 lei, profit 0, pierdere 391.072.544 lei MET România Energy SA: cifră de afaceri 5.076.830.236 lei, profit 0, pierdere brută 20.766.816 lei ENEL Energie Muntenia SA: cifră de afaceri 4.778.924.136 lei, profit 0, pierdere 377.568.182 lei DELGAZ GRID SA (parte din grup E.ON): cifră de afaceri 1.728.069.608, profit 0, pierdere 125.064.813 lei NIS PETROL SRL (ăștia-s rușii cred că): cifră de afaceri 700.608.804 lei, profit 0, pierdere 116.566.729 lei Toate sunt din energie și, repet, ciferele sunt aferente anului trecut, 2022. SUPERMARKET-URI: Celebrul PROFI ROM FOOD SRL, țineți-vă bine: cifră de afaceri 11.660.657.559 lei, profit 0, pierdere brută 257.775.507 lei ROMANIA HYPERMARCHE SA (o filială a Carrefour): cifră de afaceri 1.513.108.057 lei, profit 0, pierdere 33.787.149 lei UNILEVER SOUTH CENTRAL EUROPE: cifră de afaceri 1.106.102.018 lei, profit 0, pierdere brută 64.865.225 lei FIRME AUSTRIECE: KRONOSPAN TRADING SRL: cifră de afaceri 2.494.611.480 lei, profit 0, pierdere 15.546.600 lei PORR CONSTRUCT SRL: cifră de afaceri 1.251.719.899 lei, profit 0, pierdere brută 4.616.564 lei STRABAG SRL: cifră de afaceri 919.310.107 lei, profit brut ridicol 4.963.942 lei ASIROM VIENNA INSURANCE: cifră de afaceri 736.735.195 lei, profit 0, pierdere 2.523.516 lei Surpriza mare, TELEFONIA, ăștia pe care noi îi plătim că toți avem telefoane în fiecare zi: VODAFONE ROMANIA SA: cifră de afaceri 4.695.157.165 lei, profit 0, pierdere 121.899.297 lei ORANGE ROMANIA COMMUNICATIONS SA: cifră de afaceri 2.436.927.140 lei, profit 0, pierdere 187.195.973 lei TELEKOM ROMANIA MOBILE COMMUNICATIONS SA: cifră de afaceri 1.378.276.599 lei, profit 0, pierdere 558.080.366 lei PIAȚA AUTO: cifră de afaceri vreo 20 de miliarde de lei, toate pe pierdere, cauciucuri, piese, tot ce vreți AUTOLIV ROMANIA SRL: cifra de afaceri 4.879.212.343 lei, profit 0, pierdere 164.560.738 lei CONTINENTAL AUTOMOTIVE SYSTEMS SRL: cifră de afaceri 4.632.033.520 lei, profit 0, pierdere 331.190.369 lei (truncated)",,,,,,,,,-1.4
Peter Costea,PeterCosteaEuroparlamentar,100044605891725,PERSON,RO,"Președinte Alianța Renașterea Națională

https://costea-parlamentuleuropean.ro/c-v-peter-costea/",2013-12-30 19:27:39,23621,26516,2023-08-11 08:23:22 EET,2023-08-11,08:23:22,Status,222,169,7,37,8,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100044605891725/posts/839397457557110,"Partidul Alianța Renașterea Națională consideră ca un drept fundamental posibilitatea plăților cash și solicită protejarea prin lege a dreptului de a plăti cu numerar și stipulat faptul că acest drept nu va fi restricționat în niciun fel. Fiecare persoană trebuie să aibă posibilitatea de a decide în mod liber cum și cu ce vrea să plătească, iar plățile în bani fizici sunt esențiale în orice condiții. Cu ARN la guvernare, banii fizici nu vor dispărea în România și nu vor fi înlocuiți cu vreo monedă digitală. Apărăm libertatea, apărăm democrația, apărăm drepturile esențiale ce duc la prosperitate. Alianța Renașterea Națională este partidul care te reprezintă. Octavian Alexandrescu (ARN Prahova) Alătură-te Alianței Renașterea Națională! Vă rugăm să alocați câteva secunde pentru a completa formularul de contact: https://aliantarenastereanationala.ro/contact:=:https://aliantarenastereanationala.ro/contact/",,,,,,,,,3.26
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89813,91096,2023-08-11 14:34:38 EET,2023-08-11,14:34:38,Link,151,112,7,11,19,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/749848290484675,Președintele Ugandei șterge pe jos cu Banca Mondială: Nu acceptăm homosexualitatea. Ne vom descurca și fără împrumuturi,https://www.activenews.ro/stiri/Presedintele-Ugandei-sterge-pe-jos-cu-Banca-Mondiala-Nu-acceptam-homosexualitatea.-Ne-vom-descurca-si-fara-imprumuturi-183701,,,Președintele Ugandei șterge pe jos cu Banca Mondială: Nu acceptăm homosexualitatea. Ne vom descurca și fără împrumuturi,"Președintele Ugandei, generalul Yoweri Museveni, și-a asigurat cetățenii că economia țării nu are nevoie de asistență din partea Occidentului dacă acest ajutor este legat de acceptarea ...",,,,3.21
